year,document_id,paper,question_number,subquestion,marks,question_text,segmentation_status,topic_v2,subtopic_v2,mapping_method_v2,mapping_confidence_v2,signature_id_v2,_source,inherited_v2,inherited_from_v2,source_type,document_type,source_text_file,extraction_quality,marks_all_found,question_char_count,segment_index,question_id,topic,subtopic,mapping_method,rule_id,mapping_confidence,taxonomy_version
2014,2014_nov_p1_exam_maths,P1,8.0,8.2,2.0,Determine the derivative of: f(x) = 2x? + > -3,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,8.0,8.3,,"If y=(x° -1)’, prove that @ a2 7, if x >I, (3)
x",missing_marks,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,8.0,8.4,,"Given: f(x) =2x° —2x* +4x-1. Determine the interval on which f is concave up. (4)
[14]
Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P | 9 DBE/November 2014
NSC",missing_marks,CALC,,struct,medium,STRUCT_CALC,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.1,,"In the diagram, O is the centre of the circle passing through A, B and C.

CAB= 48°, COB=x and C,=y.

A
4g°
8
i
ee
|
> :

Determine, with reasons, the size of:",stem,EUCL,,signature,high,with_reasons,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.1.1,2.0,x,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.1.2,2.0,y,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.2,,"In the diagram, O is the centre of the circle passing through A, B, C and D.

AOD is a straight line and F is the midpoint of chord CD. ODF = 30° and OF are

joined.

A
| e
ar.

Determine, with reasons, the size of:",stem,EUCL,,signature,high,with_reasons,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.2.1,,"F, (2)

Ae: ABC (2)

Copyright reserved Please turn over

===== Page 10 =====
Mathematics/P2 10 DBE/November 2014
NSC",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.3,,"In the diagram, AB and AE are tangents to the circle at B and E respectively.
BC is a diameter of the circle. AC = 13, AE=x and BC=x+7.
A
x
oS E
a)
|",stem,CALC,,signature,high,tangent_gradient,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.3.1,,"Give reasons for the statements below.
Complete the table on DIAGRAM SHEET 3.
[sence [te",missing_marks,EUCL,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.3.2,,"Calculate the length of AB. (4)
[14]
Copyright reserved Please turn over

===== Page 11 =====
Mathematics/P2 1] DBE/November 2014
NSC",missing_marks,FUNC,,signature,medium,nsc_length,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.1,,"A
48°
@
. ]
Cc LZ }
1
oS
Copyright reserved

===== Page 17 =====
Mathematics/P2 DBE/November 2014
NSC
DIAGRAM SHEET 3",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.2,,"A
NF”",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,8.0,8.3,,"A x
— E
a |
|
CS
Copyright reserved

===== Page 18 =====
Mathematics/P2 DBE/November 2014
. NSC
DIAGRAM SHEET 4",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,9.0,9.1,4.0,"Calculate the coordinates of the turning points of the graph of (6)
92 Sketch the graph of f, clearly indicating the intercepts with the axes and the
turning points.",ok,CALC,,struct,medium,STRUCT_CALC,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,9.0,9.3,13.0,For which value(s) of x will x. f/(x) <0? (3),ok,ALG,,struct,medium,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,9.0,9.122,,"Given below is the partially completed proof of the theorem that states
that ifin any AABC the line DE|| BC then Ae = Ag
DB EC
Using the above diagram, complete the proof of the theorem on
DIAGRAM SHEET 4.
Construction: Construct the altitudes (heights) # and k in AADE.
(ADM
areaAADE_ 92 _
area ADEB (pyn)
2
area AADE _ _ AE
aan Re siusmusmaasnis Se
But area ADEB = ....,....ccsesscsserreceranees (TESROKE u.nicuasimcnamauamed
_ area AADE _
Sr
_ AD _ AE
DB EC
(5)
Copyright reserved Please turn over

===== Page 12 =====
Mathematics/P2 12 DBE/November 2014
NSC",missing_marks,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,9.0,9.2,,"In the diagram, ABCD is a parallelogram. The diagonals of ABCD intersect in M.
F isa point on AD such that AF : FD = 4:3. E isa point on AM such that
EF || BD. FC and MD intersect in G.
VX
B &
Calculate, giving reasons, the ratio of:
EM
CM
022 VE (3)
923 area AFDC
~ area ABDC (4)
[16]
Copyright reserved Please turn over

===== Page 13 =====
Mathematics/P2 13 DBE/November 2014
NSC",missing_marks,FUNC,,signature,high,nsc_log_graph,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,9.0,9.1,,"A
< :
aN
C",stem,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,9.0,9.1.2,,"Construction: Construct the altitudes (heights) h and k in AADE.
1
area AADE _ 5 ADKA) _
area ADEB ae 1 — wee eeeee
—(BDXh
“(BD\i)
area AADE _ _ AE
area ALEC een agree ""5
. Biiarea ADEE smsccsmusssmeenaen
(reason: setsesenaeesensestsnessessensssensessusseaescenesacensensnaseasaseasensenenscsssesasecseesssessusacssessasssccassesetsesssesees)
_ area AADE |
""rea ADEB et
_ AD _AE
DB EC
Copyright reserved

===== Page 19 =====
Mathematics/P2 DBE/November 2014
NSC
DIAGRAM SHEET 5",missing_marks,TRIG,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,9.0,9.2,,"A FE D
Woe
Copyright reserved

===== Page 20 =====
Mathematics/P2 DBE/November 2014
NSC
DIAGRAM SHEET 6",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,10.0,10.1,1.0,Express the length / in terms of the height A.,ok,SEQ,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,10.0,10.2,3.0,Hence prove that the volume of the box is given by V = h(50—h)(40 —2h),ok,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,10.0,10.3,,"For which value of / will the volume of the box be a maximum? (5)
[9]
Copyright reserved Please turn over

===== Page 10 =====
Mathematics/P 1 10 DBE/November 2014
NSC",missing_marks,CALC,,signature,medium,nsc_maximum,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,10.0,10.1,,"Give reasons for the statements below.

Complete the table on DIAGRAM SHEET 6.

LetR, =x and R, =y

| | Statement [| CReason id

10,1,5 | ‘L=

posfiey To

Copyright reserved Please turn over

===== Page 14 =====
Mathematics/P2 14 DBE/November 2014
NSC",missing_marks,EUCL,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,10.0,10.2,,"Prove that RT = Were (2)
RS",missing_marks,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,10.0,10.3,4.0,"Identify, with reasons, another TWO angles equal to y.",ok,EUCL,,signature,high,with_reasons,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,10.0,10.4,3.0,"Prove that Q, = W,. (3)
~ 10.5 Prove that ARTS || | ARQP.",ok,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,10.0,10.6,,"Hence, prove that WR = il .
RQ RP’ (3)
[20]
TOTAL: 150
Copyright reserved

===== Page 15 =====
- Mathematics/P2 DBE/November 2014
NSC
DIAGRAM SHEET 1",missing_marks,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p2_exam_maths,P2,10.0,10,,"QUESTION 10
a, |
| >
X
| Q
NAN
a
¥
LetR, =x and R, =y
| | Statement [ CReason
Copyright reserved

===== Page 21 =====
Mathematics/P2 DBE/November 2014
NSC
INFORMATION SHEET
—_ —b+vVb2 —4ac
2a
A= P(1+ni) A= P(1-ni) A= P(1-i)’ A=P(i+i)""
T, =a+(n-l)d S, = 5 Ra+(-na]
T, =ar"""" S _ alr"" -1) sf #1 S,=—<“; -l<r<l
: r-l l-r
+a -1] pst G+"" |
i i
h>0 h
5 X, +x. +y
d= (x, -x%) +0, —y,) M ut Mier ed Ee
2 2
y=mx+e y-y, =mM(x-x,) ee mea) m=tan@
in Bape 8 ee i,
sinA sinB sinC
a’ =b> +c? —2be.cosA
area AABC = 5 absinc
sin(a + B) = sina.cos#+cosa.sinB sin(a ~ B) =sina.cosB —cosa.sinB
cosa + B) =cos@.cos#—sina.sinB cosa - B) =cosa@.cos#+sina.sin 2
cos’ a—sin’ a
cos2@ =41—2sin’ a sin2a = 2sina.cosa
2cos* a-l
y= oo =
n nh
n( A)
P(A)= P(A or B) = P(A) + P(B) — P(A and B)
n(S)
x-x\Xy-y
yp=atbx p= Le —KY-9) Ky=¥)
Di e-xY
Copyright reserved",no_sub_markers,ALG,,struct,medium,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,11.0,11.1,1.0,"Determine the probability that a randomly selected staff member:
11,11 Is male",stem,PROB,,signature,medium,nsc_probability,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,11.0,11.1.2,7.0,"Does not prefer visiting a game park (2)
E12 Are the events 'being a male' and 'staying at home' independent events. Motivate your
answer with relevant calculations. (4)",ok,PROB,,signature,high,nsc_independent,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,12.0,12.1.2,,"The password must start with a 'D' and end with an 'L' (2)
122 Seven cars of different manufacturers, of which 3 are silver, are to be parked in a
, straight line.",missing_marks,PROB,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2014,2014_nov_p1_exam_maths,P1,12.0,12.2.1,,"In how many different ways can ALL the cars be parked? (2)
22 If the three silver cars must be parked next to each other, determine in
how many different ways the cars can be parked. (3)
[9]
TOTAL: 150
Copyright reserved

===== Page 11 =====
, Mathematics/P 1 DBE/November 2014
NSC
INFORMATION SHEET
es —b+Vb? —4ac
2a
A= P(1+ni) A= P(\-ni) A=P(1-i)"" A= P(1+i)""
T, =a+(n-1)d S, = SRa+(n-d]
T, =ar""' S _ alr” 1) ee a es
& r—-] l—F
+a"" 1] p24""
i i
h>0 h
> X, +X, VW +y
d= (x, -x) +0, -y,) M| ——?*;-+ 4
2 2
y=mx+c y-y, =mMx-x,) m=22—71 m=tand
se |
inaspe; 2-2.
sinA sinB sinC
a =b> +c? —2be.cosA
area AABC = sabsin€
sin(a + #) = sina.cosf + cosa.sinB sin(a —B)=sina.cosB —cosa.sinB
. costar + B) =cosa@.cos # —sina.sin B cola - B) =cosa@.cos#+sina.sin#
cos’ a-sin’ a
cos2a@ =41-2sin’ a sin2a = 2sina.cosa
2cos* a—1
x= ot oo? =e
n n
n( A)
P(A) = P(A or B) = P(A) + P(B) — P(A and B)
nS)
“ x—xKy-y
y=atbx pa de Ky-¥)
5
Copyright reserved",missing_marks,ALG,,struct,medium,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,1.0,1.1,3.0,"Solve for x:
LL x” -9x+20=0",stem,ALG,,signature,high,nsc_solve_x,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,1.0,1.1.2,,"3x° +5x=4 (correct to TWO decimal places) (4)
=>",missing_marks,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,1.0,1.1.3,4.0,24° =64,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,1.0,1.1.4,4.0,V2-x=x-2,ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,1.0,1.1.5,3.0,x°+7x<0,ok,ALG,,struct,medium,STRUCT_ALG,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,1.0,1.2,,"Given: (3x- y) +(x-5) =0
Solve for x and y. (4)
L3 For which value of k will the equation x° +x=k have no real roots? (4)
[26]",missing_marks,ALG,,signature,high,nsc_solve_x,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p2_exam_maths,P2,1.0,1.22,1.0,"Draw the least squares regression line on the scatter plot drawn
for QUESTION 1.1. (2)
L3 Identify an outlier in the data set.",ok,STAT,,signature,high,regression,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p2_exam_maths,P2,1.0,1.4,2.0,Calculate the value of the correlation coefficient.,ok,STAT,,signature,high,correlation,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p2_exam_maths,P2,1.0,1.5,,"Comment on the strength of the relationship between the fat content and the number
of kilojoules of energy. (1)
[11]
Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P2 4 DBE/November 2015
NSC",missing_marks,SEQ,,signature,high,nsc_term_to_term,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,2.0,2.4,,"Determine S,,—S, inthe form ab”, where S, is the sum of the first 1 terms of
the sequence. (4)
[10]
Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P 1 4 DBE/November 2015
NSC",missing_marks,SEQ,,lexicon,medium,,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p2_exam_maths,P2,2.0,2.4,,"Determine the number of times that the sum of the recorded values of the dice is
within ONE standard deviation from the mean. Show your calculations. (3)
[9]
Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P2 5 DBE/November 2015
NSC",missing_marks,STAT,,signature,high,standard_dev,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,3.0,3.2,2.0,"Write S, in sigma notation.",ok,SEQ,,struct,high,STRUCT_SEQ,path_a,False,,,,,,,,,,,,,,,
2015,2015_nov_p1_exam_maths,P1,3.0,3.3,3.0,"Show that S|, =4n* -7n.",ok,,,unmapped,,,path_a,False,,,,,,,,,,,,,,,
