document_id,year,paper,question_number,subquestion,marks,question_text,source_type,segmentation_status,topic,mapping_method,rule_id,mapping_confidence,taxonomy_version,extraction_method,vision_description,vision_verification_status,diagram_present,load_bearing_diagram,data_quality,mapped_at
2021_nov_p1_exam_maths,2021,P1,9,9.2,,Determine:,exam,missing_marks,Calculus,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.735788+00:00
2021_nov_p1_exam_maths,2021,P1,9,9.2.1,,"Y i¢ y =4x° —6x* +3x (3)
dx
Vx (1y",exam,missing_marks,Calculus,question_force_2021,D_FORCE_Q,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.736376+00:00
2021_nov_p1_exam_maths,2021,P1,9,2.2,,"D_| -——+| — 4
7 x 2 =| oe
{12]
Copyright reserved Please turn over

===== Page 8 =====
Mathematics P1 8 DBE/November 2021
NSC",exam,missing_marks,Calculus,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.737046+00:00
2021_nov_p1_exam_maths,2021,P1,10,10.1,5.0,Show that a=-1 and b=6.,exam,ok,Calculus,question_force_2021,D_FORCE_Q,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.737533+00:00
2021_nov_p1_exam_maths,2021,P1,10,10.2,3.0,Calculate the coordinates of A.,exam,ok,Calculus,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.738072+00:00
2021_nov_p1_exam_maths,2021,P1,10,10.3,,Write down the values of x for which A is:,exam,missing_marks,Calculus,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.738590+00:00
2021_nov_p1_exam_maths,2021,P1,10,10.3.1,2.0,Increasing,exam,ok,Calculus,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.739052+00:00
2021_nov_p1_exam_maths,2021,P1,10,10.3.2,2.0,Concave down,exam,ok,Calculus,symbolic,D_CALC,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.739599+00:00
2021_nov_p1_exam_maths,2021,P1,10,10.4,,"For which values of & will -—(x—1)’+6(x-1)?-k=0 have one negative and

two distinct positive roots? (3)

[15]

Copyright reserved Please turn over

===== Page 9 =====
Mathematics P1 9 DBE/November 2021
NSC",exam,missing_marks,Calculus,question_force_2021,D_FORCE_Q,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.740332+00:00
2021_nov_p1_exam_maths,2021,P1,11,11,7.0,"QUESTION 11
After travelling a distance of 20 km from home, a person suddenly remembers that he did not
close a tap in his garden. He decides to turn around immediately and return home to close
the tap.
The cost of the water, at the rate at which water is flowing out of the tap, is R1,60 per hour.
The cost of petrol is [12 + a) rands per km, where x is the average speed in km/h.
Calculate the average speed at which the person must travel home to keep his cost as low
as possible. [7]",exam,no_sub_markers,Calculus,question_force_2021,D_FORCE_Q,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.741651+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.1,,"A and B are independent events. It is further given that:
P(A and B) = 0,3 and P(only B) = 0,2",exam,missing_marks,Probability,keyword,D_PROB,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.741963+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.1.1,1.0,Are A and B mutually exclusive? Motivate your answer.,exam,ok,Probability,keyword,D_PROB,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.742212+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.1.2,2.0,"Determine:
(a) P(only A) (4)
(b) Pot A or not B)",exam,ok,Probability,keyword,D_PROB,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.742451+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.2,,"A teacher has 5 different poetry books, 4 different dramas and 3 different novels.
She must arrange these 12 books from left to right on a shelf.",exam,missing_marks,Probability,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.742788+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.2.1,1.0,"Write down the probability that a novel will be the first book placed on
the shelf.",exam,ok,Probability,keyword,D_PROB,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.743040+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.2.2,2.0,"Calculate the number of different ways these 12 books can be placed on
the shelf if any book can be placed in any position.",exam,ok,Probability,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.743356+00:00
2021_nov_p1_exam_maths,2021,P1,12,12.2.3,,"Calculate the probability that a poetry book is placed in the first position,
the three novels are placed next to each other and a drama is placed in the
last position. (4)
[14]
TOTAL: 150
Copyright reserved

===== Page 10 =====
Mathematics P1 DBE/November 2021
NSC
INFORMATION SHEET
re —b+b? —4ac
2a
A= P(1+ni) A= P(|-ni) A= P(l-i)” A= PU +i)""
T, =a+(n-ld 8, => 2a+(n-1d]
T, =ar™"" Ss _ ae"" =I) =I sre S,=—-3-1<r<1
n r-l l-r
pea -1) p_l-G+)""|
i i
_ f(xth)— f(x)
‘(x) = lim ———
f'@) h>0 h
xX, +X. +
d=\(x,—xY +0-H) m| se
2 2
youmxte y—y, =m(x—-x,) m=22 > m=tan@
Xa —%
In AABC: 2 =? 2 ©
snA sinB sinc
a’ =b? +c? —2be.cos A
area AABC = 5 ab.sin C
sin(a + B) = sina.cos # +cosa.sin B sin(a ~ B) =sina.cos 8 —cosa.sin B
cos(a + 8)=cosa.cos 6 —sina.sin B cos(a — 8)=cosa.cos f +sina.sin B
cos’ a@—sin’ a
cos2a@ =41-2sin’ @ sin 2a =2sina.cosa
2cos? a—-1
= =\2
_ >* , YG x)
x= of = S| —____
n n
n(A) _
P(A) = 7S) P(A or B) = P(A) + P(B) — P(A and B)
n
(x-*)y-9)
, y=ath b= D&-*hy-9)
Copyright reserved",exam,missing_marks,Trigonometry,keyword,D_TRIG,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.744339+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.1,,Calculate the:,exam,missing_marks,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.744612+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.1.1,2.0,Mean number of loaves of bread ordered daily |,exam,ok,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.744877+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.1.2,1.0,Standard deviation of the data,exam,ok,Statistics,keyword,D_STAT,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.745107+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.1.3,2.0,"Number of days on which the number of loaves of bread ordered was

more than one standard deviation above the mean",exam,ok,Statistics,keyword,D_STAT,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.745374+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.2,2.0,"The tuck-shop owner was not able to sell all the loaves of bread delivered daily.

He calculated the mean number of loaves sold over the 18 days to be 20. Calculate the

number of loaves of bread which were NOT sold over the 18 days.",exam,ok,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.745776+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.3,,"One of the two box and whisker diagrams drawn below represents the data given in

the table above.

SOF a
8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
be es ee ee ee ee ee ee ee ee ee ee ee |
8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42",exam,missing_marks,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.746175+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.3.1,2.0,"Which ONE of the two box and whisker diagrams, drawn above, correctly
represents the data? Write down a reason for your answer.",exam,ok,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.746508+00:00
2021_nov_p2_exam_maths,2021,P2,1,1.3.2,,"Describe the skewness of the data. (i)
[10}

Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P2 4 DBE/November 2021
NSC",exam,missing_marks,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.746849+00:00
2021_nov_p2_exam_maths,2021,P2,2,2.1,3.0,"On the grid provided in the ANSWER BOOK, draw the scatter plot to represent the

data.",exam,ok,Statistics,keyword,D_STAT,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.747107+00:00
2021_nov_p2_exam_maths,2021,P2,2,2.2,3.0,Determine the equation of the least squares regression line for the data.,exam,ok,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.747481+00:00
2021_nov_p2_exam_maths,2021,P2,2,2.3,2.0,"If the farmer sells a 5-litre container of milk for R38, predict the number of 5-litre

containers of milk he will sell.",exam,ok,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.747845+00:00
2021_nov_p2_exam_maths,2021,P2,2,2.4,,"Refer to the correlation between the price of 5-litre containers of milk and the number

of 5-litre containers of milk sold, and comment on the accuracy of your answer to",exam,missing_marks,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.748210+00:00
2021_nov_p2_exam_maths,2021,P2,2,2,,"QUESTION 2.3. (2)

[10}

Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P2 5 DBE/November 2021
NSC",exam,no_sub_markers,Statistics,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.748545+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.1,,Calculate the gradient of:,exam,missing_marks,Analytical Geometry,keyword,D_AGEO,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.748762+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.1.1,2.0,BE,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.748981+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.1.2,2.0,AB,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.749218+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.2,2.0,Determine the equation of BE inthe form y = mx +c,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.749496+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.3,,Calculate the:,exam,missing_marks,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.749733+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.3.1,2.0,"Coordinates of B, where k<0",exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.749976+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.3.2,4.0,Size of A,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.750356+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.3.3,2.0,"Coordinates of the point of intersection of the diagonals of parallelogram
ACES, where S$ is a point in the first quadrant",exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.750762+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.4,,"Another point T(p; p), where p> 0, is plotted such that ET = BE =4-17 units.",exam,missing_marks,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.751055+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.4.1,5.0,Calculate the coordinates of T.,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.751301+00:00
2021_nov_p2_exam_maths,2021,P2,3,3.4.2,,"Determine the equation of the:
(a) Circle with centre at E and passing through B and T in the form
(x-a)’ +(y-by =r? (2)
(b) Tangent to the circle at point B(k; k) (3)
[24]
Copyright reserved Please turn over

===== Page 6 =====
Mathematics/P2 6 DBE/November 2021
NSC",exam,missing_marks,Analytical Geometry,keyword,D_AGEO,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.751644+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.1,1.0,Write down the length of the radius of the circle.,exam,ok,Analytical Geometry,keyword,D_AGEO,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.751882+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.2,,Calculate the:,exam,missing_marks,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.752138+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.2.1,2.0,Coordinates of C,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.752388+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.2.2,2.0,Coordinates of D,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.752633+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.2.3,3.0,Area of ABCD,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.752863+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.3,,"The circle, centred at N, is reflected about the line y=x. M is the centre of the new

circle which is formed. The two circles intersect at A and F.

Calculate the:",exam,missing_marks,Analytical Geometry,keyword,D_AGEO,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.753159+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.3.1,3.0,Length of NM,exam,ok,Analytical Geometry,inherited,D_INHERIT_Q_SAFE,medium,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.753388+00:00
2021_nov_p2_exam_maths,2021,P2,4,4.3.2,,"Midpoint of AF (4)

{15}

Copyright reserved Please turn over

===== Page 7 =====
Mathematics/P2 7 DBE/November 2021
NSC",exam,missing_marks,Analytical Geometry,keyword,D_AGEO,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.753663+00:00
2021_nov_p2_exam_maths,2021,P2,5,5.1,,"Without using a calculator, simplify the following expression to ONE trigonometric
ratio:
sin 140°. sin(360° — x) ‘5
cos 50°. tan(—x) (6)
4. —2sin’?x+cosx+1",exam,missing_marks,Trigonometry,keyword,D_TRIG,high,v1_frozen,ocr_text,,,False,False,text_usable,2026-09-18T09:52:06.753937+00:00
