year,document_id,paper,question_number,subquestion,marks,question_text,segmentation_status,topic_v2,subtopic_v2,mapping_method_v2,mapping_confidence_v2,signature_id_v2,_source,inherited_v2,inherited_from_v2
2018,2018_nov_p2_exam_maths,P2,1,1.2,,"Reggie works part-time as a waiter at a local restaurant. The amount of money
(in rands) he made in tips over a 15-day period is given below.
C=[e[= [= [=
Pe [ow [oe Pe [os",stem,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,1,1.2.1,2.0,"Calculate:
(a) The mean of the data (2)
(b) The standard deviation of the data",ok,STAT,,signature,high,standard_dev,path_a,False,
2018,2018_nov_p2_exam_maths,P2,1,1.2.2,,"Mary also works part-time as a waitress at the same restaurant. Over the
same 15-day period Mary collected the same mean amount in tips as
Reggie, but her standard deviation was R14.
Using the available information, comment on the:
(a) Total amount in tips that they EACH collected over the 15-day
period (1)
(b) Variation that EACH of them received in daily tips over this period (1)
[15]
Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P2 5 DBE/November 2018
NSC",missing_marks,STAT,,signature,high,standard_dev,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.1,,Given the quadratic sequence: 2;3;10;23;...,stem,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.1.1,1.0,Write down the next term of the sequence.,ok,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.1.2,4.0,"Determine the n"" term of the sequence.",ok,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.1.3,2.0,"Calculate the 20"" term of the sequence.",ok,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.2,3.0,"Given the arithmetic sequence: 35 ; 28;21;...
Calculate which term of the sequence will have a value of -140.",ok,SEQ,,signature,high,nsc_arithmetic_seq,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.3,,For which value of 1 will the sum of the first » terms of the arithmetic sequence in,missing_marks,SEQ,,signature,high,nsc_arithmetic_seq,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2.2,,be equal to the 7” term of the quadratic sequence in,missing_marks,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,2,2,,"QUESTION 2.1? (6)
[16]
Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P 1 4 DBE/November 2018
NSC",no_sub_markers,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,2,2.1,1.0,Write down the fastest average serve speed (in km/h) achieved in this tournament.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,2,2.2,,"Consider the following correlation coefficients:
A. r=0,93 B. r=-0,42 C. r=0,52",stem,STAT,,signature,high,correlation,path_a,False,
2018,2018_nov_p2_exam_maths,P2,2,2.2.1,1.0,Which ONE of the given correlation coefficients best fits the plotted data?,ok,STAT,,signature,high,correlation,path_a,False,
2018,2018_nov_p2_exam_maths,P2,2,2.2.2,1.0,"Use the scatter plot and least squares regression line to motivate your
answer to QUESTION 2.2.1.",ok,STAT,,signature,high,regression,path_a,False,
2018,2018_nov_p2_exam_maths,P2,2,2.3,1.0,"What does the data suggest about the speed of a tennis serve (in km/h) and the height
of a player (in metres)?",ok,STAT,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,2,2.4,,"The equation of the regression line is givenas jy = 27,07 + bx.
Explain why, in this context, the least squares regression line CANNOT intersect the
y-axis at (0 ; 27,07). (1)
[5]
Copyright reserved Please turn over

===== Page 6 =====
Mathematics/P2 6 DBE/November 2018
NSC",missing_marks,STAT,,signature,high,regression,path_a,False,
2018,2018_nov_p1_exam_maths,P1,3,3.1,2.0,Calculate the first term of the series.,ok,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,3,3.2,2.0,Calculate the 8™ term of the series.,ok,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,3,3.3,,"Given: ¥.3(2)* =5,8125 Calculate the value of n. (4)
k=l

20 k 20 k .",missing_marks,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,3,3.4,11.0,"If > 3(2)"" = p, write down >. 24(2)° in terms of p.

tal ici (3)",ok,SEQ,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.1,,Calculate:,stem,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.1.1,2.0,The gradient of KN,ok,AGEO,,signature,high,gradient,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.1.2,2.0,"The size of @, the inclination of KN",ok,AGEO,,signature,high,angle_inclination,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.2,2.0,Show that the gradient of KL is equal to 1.,ok,AGEO,,signature,high,gradient,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.3,2.0,Determine the equation of the straight line KL in the form y=mx+c.,ok,AGEO,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.4,2.0,Calculate the length of KN.,ok,FUNC,,signature,medium,nsc_length,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.5,,It is further given that KN = LM.,stem,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.5.1,5.0,Calculate the possible coordinates of L.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.5.2,3.0,"Determine the coordinates of L if it is given that KLMN is a
parallelogram.",ok,FUNC,,signature,high,nsc_log_graph,path_a,False,
2018,2018_nov_p2_exam_maths,P2,3,3.6,,"T is apointon KL produced. TM is drawn such that TM=LM. Calculate the
areaof AKIN. (4)
[22]
Copyright reserved Please turn over

===== Page 7 =====
Mathematics/P2 7 DBE/November 2018
NSC",missing_marks,EUCL,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,4,4.1,2.0,Is f a function? Motivate your answer.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,4,4.2,2.0,"If R is the reflection of P in the line y =x, write down the coordinates of R. (1)
43 Calculate the value of a.",ok,FUNC,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,4,4.4,,"Write down the equation of f' inthe form y=... (3)
[3]

Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P 1 5 DBE/November 2018
NSC",missing_marks,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.1,2.0,Write down the coordinates of F.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.2,2.0,Calculate the length of FS.,ok,FUNC,,signature,medium,nsc_length,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.3,1.0,Write down the length of HG.,ok,EUCL,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.4,4.0,Give a reason why JH = JK.,ok,EUCL,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.5,,Determine:,stem,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.5.1,4.0,"The distance FJ, with reasons, if it is given that JK = 20",ok,EUCL,,signature,high,with_reasons,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.5.2,1.0,"The equation of the circle with centre G in terms of m and 7 in the

form (x-a)’ +(y—-by =r’",ok,AGEO,,signature,high,circle_equation,path_a,False,
2018,2018_nov_p2_exam_maths,P2,4,4.5.3,,"The coordinates of G, if it is further given that the equation of
tangent JK is x =22 (7)
[18]

Copyright reserved Please turn over

===== Page 8 =====
Mathematics/P2 8 DBE/November 2018
NSC",missing_marks,CALC,,signature,high,tangent_gradient,path_a,False,
2018,2018_nov_p1_exam_maths,P1,5,5.1,1.0,Write down the domain of /.,ok,FUNC,,signature,high,nsc_domain,path_a,False,
2018,2018_nov_p1_exam_maths,P1,5,5.2,2.0,Write down the asymptotes of /.,ok,FUNC,,signature,high,asymptotes,path_a,False,
2018,2018_nov_p1_exam_maths,P1,5,5.3,3.0,"Sketch the graph of f clearly showing all intercepts with the axes and any
asymptotes.",ok,FUNC,,signature,high,asymptotes,path_a,False,
2018,2018_nov_p1_exam_maths,P1,5,5.4,3.0,For which values of x will x.f'(x)>0? (2),ok,FUNC,,signature,medium,nsc_interpret,path_a,False,
2018,2018_nov_p2_exam_maths,P2,5,5.1,,"In the diagram, P(k; 1) is a point in the 2""* quadrant and is V5 units from the
origin. R is a point on the positive x-axis and obtuse ROP =8.
y
P(k; 1)
V5 | ¢
x
O R",stem,EUCL,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,5,5.1.1,2.0,Calculate the value of k.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,5,5.1.2,,"Without using a calculator, calculate the value of:
(a) tan@ (1)
(b) cos(180°+ 8) (2)
(c) sin(0 +.60°) in the form 272 (5)
20",missing_marks,TRIG,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,5,5.1.3,3.0,"Use a calculator to calculate the value of tan(20-—40°) correct to
ONE decimal place.",ok,TRIG,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,5,5.2,,"Prove the following identity: ssn ss — = =2 tan 2x (5)
cosx—sinx cosx+sinx
52°",missing_marks,TRIG,,signature,high,identity_proof,path_a,False,
2018,2018_nov_p2_exam_maths,P2,5,5.3,,"Evaluate, without using a calculator: > cos* A (5)
A=38°
[23]
Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P2 9 DBE/November 2018
NSC",missing_marks,TRIG,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.1,2.0,Show that g)=x+1.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.2,3.0,Calculate the coordinates of A and B.,ok,FUNC,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.3,3.0,Determine the range of f,ok,FUNC,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.4,,If MN = 6:,stem,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.4.1,4.0,"Determine the length of OT if T lies on the negative x-axis. Show ALL
your working.",ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.4.2,2.0,"Hence, write down the coordinates of N.",ok,FUNC,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.5,5.0,Determine the equation of the tangent to f drawn parallel to g.,ok,CALC,,signature,high,tangent_gradient,path_a,False,
2018,2018_nov_p1_exam_maths,P1,6,6.6,,"For which value(s) of & will (x) =x? -—2x—-3 and h(x)=x+k NOT intersect? (1)
[20]
Copyright reserved Please turn over

===== Page 6 =====
Mathematics/P1 6 DBE/November 2018
NSC",missing_marks,CALC,,signature,medium,nsc_intersect_3,path_a,False,
2018,2018_nov_p2_exam_maths,P2,6,6.1,1.0,Write down the period of ff.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,6,6.2,3.0,The point A(¢; 2) lies on the graph. Determine the general solution of t.,ok,TRIG,,signature,high,general_solution,path_a,False,
2018,2018_nov_p2_exam_maths,P2,6,6.3,4.0,"On the grid provided in the ANSWER BOOK, draw the graph of f for the interval

x €[-120° ; 180°]. Clearly show ALL asymptotes, intercepts with the axes and

endpoint(s) of the graph.",ok,FUNC,,signature,high,asymptotes,path_a,False,
2018,2018_nov_p2_exam_maths,P2,6,6.4,3.0,"Use the graph to determine for which value(s) of x will f(x)22 for

x €[-120° ; 180°].",ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,6,6.5,,"Describe the transformation of graph f to form the graph of

3 o
[13]

Copyright reserved Please turn over

===== Page 10 =====
Mathematics/P2 10 DBE/November 2018
NSC",missing_marks,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,7,7.1,,"Selby decided today that he will save R15 000 per quarter over the next four years.
He will make the first deposit into a savings account in three months' time and he will
make his last deposit at the end of four years from now.",stem,FIN,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,7,7.1.1,3.0,"How much will Selby have at the end of four years if interest is earned at
8,8% per annum, compounded quarterly?",ok,FIN,,signature,high,nsc_compound,path_a,False,
2018,2018_nov_p1_exam_maths,P1,7,7.1.2,3.0,"If Selby decides to withdraw R100 000 from the account at the end of
three years from now, how much will he have in the account at the end of
four years from now?",ok,FIN,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,7,7.2,,Tshepo takes out a home loan over 20 years to buy a house that costs R1 500 000.,stem,FIN,,signature,high,nsc_loan,path_a,False,
2018,2018_nov_p1_exam_maths,P1,7,7.2.1,4.0,"Calculate the monthly instalment if interest is charged at 10,5% p.a.,
compounded monthly.",ok,FIN,,signature,high,nsc_instalment,path_a,False,
2018,2018_nov_p1_exam_maths,P1,7,7.2.2,15.0,"Calculate the outstanding balance immediately after the 144"" payment
was made. (5)",ok,FIN,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,7,7.1,2.0,Determine the distance AB in terms of h.,ok,AGEO,,signature,high,distance,path_a,False,
2018,2018_nov_p2_exam_maths,P2,7,7.2,,"Show that the distance between the strange object at point B and the control room at

point C is given by BC = hy 25—24cos’x. (4)

[6]

Copyright reserved Please turn over

===== Page 11 =====
Mathematics/P2 li DBE/November 2018
NSC",missing_marks,SEQ,,signature,high,nsc_term_to_term,path_a,False,
2018,2018_nov_p1_exam_maths,P1,8,8.1,5.0,Determine f'(x) from first principles if it is given f(x) =x? —5.,ok,CALC,,signature,high,nsc_first_principles,path_a,False,
2018,2018_nov_p1_exam_maths,P1,8,8.2,,"Determine yy if:
ax",stem,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,8,8.2.1,3.0,y=3x + 6x7 +x-4,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,8,8.2.2,,"yx-y=2x?-2x 3; x¥l (4)
[12]
Copyright reserved Please turn over

===== Page 7 =====
Mathematics/P 1 7 DBE/November 2018
NSC",missing_marks,ALG,,struct,high,STRUCT_ALG,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.1,,"PON is a diameter of the circle centred at O. TM is a tangent to the circle at M,
a point on the circle. R is another point on the circle such that OR || PM. NR and
MN are drawn. Let M, = 66°.
T
(if | | -
|
Calculate, with reasons, the size of EACH of the following angles:",stem,EUCL,,signature,high,with_reasons,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.1.1,2.0,P,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.1.2,2.0,"M,",ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.1.3,1.0,"N,",ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.1.4,2.0,"0,",ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.1.5,,"N, (3)
Copyright reserved Please turn over

===== Page 12 =====
Mathematics/P2 12 DBE/November 2018
NSC",missing_marks,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.2,,"In the diagram, AAGH is drawn. F and C are pointson AG and AH respectively

such that AF = 20 units, FG = 15 units and CH = 21 units. D isa point on FC

such that ABCD is a rectangle with AB also parallel to GH. The diagonals of

ABCD intersect at M, a point on AH.

B
' ;
20
Cc
1
F
H
15
G",stem,CALC,,signature,medium,nsc_intersect_3,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.2.1,1.0,Explain why FC || GH.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,8,8.2.2,,"Calculate, with reasons, the length of DM. (5)
[16]

Copyright reserved Please turn over

===== Page 13 =====
Mathematics/P2 13 DBE/November 2018
NSC",missing_marks,EUCL,,signature,high,with_reasons,path_a,False,
2018,2018_nov_p1_exam_maths,P1,9,9.1,,"The graph of g(x)=x°+bx?+cex+d_ is sketched below.
The graph of g intersects the x-axis at (-5 ; 0) and at P, and the y-axis at (0; 20).
P and R are turning points of g.
Ro} y
&
20
x
—5 O P",stem,CALC,,signature,medium,nsc_intersect_3,path_a,False,
2018,2018_nov_p1_exam_maths,P1,9,9.1.1,4.0,"Show that b=1, c=-—16 and d= 20.",ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,9,9.1.2,5.0,Calculate the coordinates of P and R.,ok,FUNC,,lexicon,medium,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,9,9.1.3,3.0,"Is the graph concave up or concave down at (0 ; 20)? Show ALL your
calculations.",ok,CALC,,signature,high,nsc_concave,path_a,False,
2018,2018_nov_p1_exam_maths,P1,9,9.2,,"If g is acubic function with:
© g3)=g'(3)=0
° (0) = 27
e gl (x)>0 when x <3 and g(x) <0 when x > 3,
draw a sketch graph of g indicating ALL relevant points. (3)
[15]
Copyright reserved Please tum over

===== Page 8 =====
Mathematics/P1 8 DBE/November 2018
NSC",missing_marks,CALC,,signature,high,nsc_cubic,path_a,False,
2018,2018_nov_p2_exam_maths,P2,9,9.1,,"In the diagram, JKLM is acyclic quadrilateral and the circle has centre O.
Prove the theorem which states that J +L = 180°. (5)
J a
[oy |
: —
Copyright reserved Please turn over

===== Page 14 =====
Mathematics/P2 14 DBE/November 2018
NSC",missing_marks,EUCL,,signature,high,cyclic_quad,path_a,False,
2018,2018_nov_p2_exam_maths,P2,9,9.2,,"In the diagram, a smaller circle ABTS and a bigger circle BDRT are given. BT is
a common chord. Straight lines STD and ATR are drawn. Chords AS and DR
are produced to meet in C, a point outside the two circles. BS and BD are drawn.
A=xand R, =y.
R
Cc",stem,AGEO,,signature,high,circle_equation,path_a,False,
2018,2018_nov_p2_exam_maths,P2,9,9.2.1,2.0,"Name, giving a reason, another angle equal to:
(a) x (2)
(b) y",ok,EUCL,,lexicon,medium,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,9,9.2.2,3.0,Prove that SCDB is a cyclic quadrilateral.,ok,EUCL,,signature,high,cyclic_quad,path_a,False,
2018,2018_nov_p2_exam_maths,P2,9,9.2.3,,"It is further given that D, =30° and AST =100°.
Prove that SD is not a diameter of circle BDS. (4)
[16]
Copyright reserved Please turn over

===== Page 15 =====
Mathematics/P2 15 DBE/November 2018
NSC",missing_marks,AGEO,,signature,high,circle_equation,path_a,False,
2018,2018_nov_p1_exam_maths,P1,10,10.1,1.0,Write down AH : HG.,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,10,10.2,6.0,"Calculate ¢ if the area of the parallelogram is a maximum.

(NOTE: Area of a parallelogram = base x | height) (5)",ok,FUNC,,signature,high,nsc_log_graph,path_a,False,
2018,2018_nov_p2_exam_maths,P2,10,10.1,,Prove that:,stem,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,
2018,2018_nov_p2_exam_maths,P2,10,10.1.1,5.0,MC isa tangent to the circle at C,ok,CALC,,signature,high,tangent_gradient,path_a,False,
2018,2018_nov_p2_exam_maths,P2,10,10.1.2,3.0,AACB ||| ACMD,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,10,10.2,,"Hence, or otherwise, prove that:
2",stem,EUCL,,struct,medium,STRUCT_EUCL,path_a,False,
2018,2018_nov_p2_exam_maths,P2,10,10.2.1,,"CM"" AM (6)
DC? AB",missing_marks,,,unmapped,,,path_a,False,
2018,2018_nov_p2_exam_maths,P2,10,10.2.2,,"AM = sin’? x (2)
AB
[16]
TOTAL: 150
Copyright reserved

===== Page 16 =====
Mathematics/P2 DBE/November 2018
NSC
INFORMATION SHEET
—b+ \b2 —4ac
x = —— —
2a
A= P(1+ni) A= P(\-ni) A= P(1-i)"" A= P(i+i)""
T, =a+(n-1)d S, = 5Ra+(n—Dd]
T, =ar"""" 5 aoe"" =) sre S,=— 3 -1er<!
. r-l l-r
pd +a"" -1] pa xia (+iy”
i i
h->0 A
X, +x, y, ty
d=) (x,-x) +0, —yy M| 2-4 =?
2 2
y=mxt+e y-y, =m(x-x,) m=22—71 m=tan@
%2~*y
(x—a) +(y-b) =r?
In AABC: 2 =P = 2 |
snA sinB sinC
a’ =b’ +c’ —2be.cosA
area AABC = 5 ab.sinC
sin(a + B) = sina.cos/ +cosa.sinB sin(o.—B) =sina.cosf —cosa.sinB
costar + B) =cosa.cos# —sina.sin B cola — B) =cosa.cos/+sina.sinB
cos’ a—sin’ a
cos2a =41—2sin’ a sin 2a = 2sina.cosa
2cos’ a@—1
- =\2
X,-X
>: 2, ;— x)
x= o* = =L____
nh n
nA)
P(A)= AS) P(A or B) = P(A) + P(B) — P(A and B)
n
x—-x\y-y
p=atbx p = Le *I0-9) Ko=9)
Yi(x- x)
Copyright reserved",missing_marks,ALG,,struct,medium,STRUCT_ALG,path_a,False,
2018,2018_nov_p1_exam_maths,P1,11,11.1,,"Calculate how many unique 5-digit codes can be formed using the digits above, if:",stem,PROB,,signature,high,nsc_digit_code,path_a,False,
2018,2018_nov_p1_exam_maths,P1,11,11.1.1,2.0,The digits may be repeated,ok,,,unmapped,,,path_a,False,
2018,2018_nov_p1_exam_maths,P1,11,11.1.2,2.0,The digits may not be repeated,ok,PROB,,signature,high,nsc_no_repeat,path_a,False,
2018,2018_nov_p1_exam_maths,P1,11,11.2,,"How many unique 3-digit codes can be formed using the above digits, if:

e © Digits may be repeated

e The code is greater than 400 but less than 600

e The code is divisible by 5 (3)

[7]

Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P 1 9 DBE/November 2018
NSC",missing_marks,PROB,,signature,high,nsc_digit_code,path_a,False,
2018,2018_nov_p1_exam_maths,P1,12,12.1,3.0,"Given: P(A) =0,45; P(B)=y and P(A or B) = 0,74
Determine the value(s) of y if A and B are mutually exclusive.",ok,PROB,,signature,high,mutually_exclusive,path_a,False,
2018,2018_nov_p1_exam_maths,P1,12,12.2,,"An organisation decided to distribute gift bags of sweets to a Grade R class at a
certain school. There is a mystery gift in exactly ; of the total number of bags.
Each learner in the class may randomly select two gift bags of sweets, one after the
other. The probability that a learner selects two bags of sweets with a mystery gift
is a . Calculate the number of gift bags of sweets with a mystery gift inside. 6
[9]
TOTAL: 150
Copyright reserved

===== Page 10 =====
Mathematics/P 1 DBE/November 2018
NSC
INFORMATION SHEET
—b+ Vb2 —4ac
x = ——_§_€—
2a
A=P(1+ni) A=P(-ni) A=P(1-i)"" A= P(1+i)”
T, =a+(n-ld 8, = jba+@-Nd]
nl alr’ ~1) __4@
T, =ar S = 5r¥il S, =a 3 -l<r<l
. r-l l-r
p+"" -1] p_al-d+""|
i i
h>0 A
SSS x, +x +
d= (x,-x) +(,-n)y M ane Sees)
2 2
y=mxte y-y, =m(x-x,) m=22—>L m= tan@
7%
(x-a) +(y-bY =r?
sind sinB sinC
a’ =b’ +c’ —2be.cosA
area AABC = 5a sinC
sin(a + £) =sina.cosf +cosa.sin£ sin(a. —B) = sina.cosB —cosa.sinB
coda + B) = cosa.cos#—sina.sinP cola _ B) =cosa.cos#+sina.sinB
cos’ a—sin’ a
cos2a =41-2sin’ a sin2a = 2sina.cosa
2cos’ a—1
» (x; ~ x)
x= > o’ — j=l
Wl fn
nA) _
P(A) = AAS) P(A or B) = P(A) + P(B) — P(A and B)
fh
x—-x\Ky-y
j-a+bx p= Le —)0-7)
> («-x)
Copyright reserved",missing_marks,PROB,,signature,medium,nsc_probability,path_a,False,
