year,paper,question_number,question_title,topic,subquestion_ref,error_text,error_class,cross_topic,diagram_assumption,notation_subtype,source_section,is_suggestion,source,page_num,raw_char_count,cleaned_char_count,mojibake_cleaned,suggestion_text
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,143,141,True,Using colours to distinguish between the original function and the derivative is a strategy that might assist learners with correct notation.
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,125,123,True,The difference between gradient and average gradient and that the derivative of a constant term is zero must be emphasised.
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,518,509,True,"Teachers need to teach point of inÀection and how the concavity changes on either side of the point of inÀection. Concavity needs to be taught with the correct underlying theory. If a function is concave up, then 0 ) ( ! cc x f and if a function is concave down, then 0 ) ( cc x f . The algebraic solution then requires the solution of an inequality. The algebraic solution must be taught in conjunction with graphs. Teachers must not allow learners to take short cuts to the concepts of concavity of a graph."
2014,,9,CA,UNMAPPED,9.1,"In Q9.1, candidates were able to calculate the derivative correctly, but often did not explicitly equate it to zero. They did however arrive at the correct answers for the turning points.",general,False,False,,errors,False,DBE diagnostic,126,189,187,True,
2014,,9,CA,UNMAPPED,,"Candidates failed to realise that they had to draw a cubic function in this question. Instead, candidates incorrectly drew the cubic function in the shape of a parabola as they failed to identify that the x-intercept at (3 ; 0) was also a turning point. Candidates did not indicate the values of the critical points on their sketch.",procedural,False,False,,errors,False,DBE diagnostic,126,335,332,True,
2014,,9,CA,UNMAPPED,9.3,Candidates did not read the requirements of Q9.3 correctly. Many of them only wrote down the answer for where 0 ) ( / x f and not for where 0 ) ( . / x f x .,reading,False,False,,errors,False,DBE diagnostic,126,165,157,True,
2014,,9,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,126,192,190,True,Teachers and learners need to be more careful when calculating the critical points of a function. All working details must be shown. Learners must indicate the critical points on the sketch.
2014,,9,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,126,132,122,True,"Teachers need to emphasise that if (a ; b) is a stationary point of ) (x f y , it follows that b a f ) ( and 0 ) ( c a f ."
2014,,9,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,126,354,315,True,Learners need to be exposed to all the different types of questions that can be asked when reading off graphs. These include: 0 ) ( ! x f 0 ) ( x f 0 ) ( / ! x f 0 ) ( / x f ) ( ) ( x g x f ! ) ( ) ( x g x f 0 ) ( . ! x f x 0 ) ( . x f x 0 ) ( . / ! x f x 0 ) ( . / x f x 0 ) ( ). ( ! x g x f 0 ) ( ). ( x g x f etc
2014,,9,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,126,314,310,True,"Teachers must expose learners to higher-order-thinking questions and the interpretation of graphs. Teachers should provide the learner with an understanding of what is being asked, what it looks like on the picture and which x-values are relevant to the interval required in the solution. 119 DIAGNOSTIC REPORT"
2014,,10,CA,UNMAPPED,,"The application of Calculus has always been a problem. Candidates generally did not understand the relevance of the given net and the rectangular prism drawn, and did not understand the connection between the two diagrams and the problem.",general,False,False,,errors,False,DBE diagnostic,127,241,238,True,
2014,,10,CA,UNMAPPED,,"As stated in previous Diagnostic Reports, the conceptual understanding of the application of Differential Calculus is still seriously problematic.",conceptual,False,False,,errors,False,DBE diagnostic,127,148,146,True,
2014,,10,CA,UNMAPPED,,Candidates struggled to expand the expression for the volume. The simpli¿cation and adding of like terms led to many algebraic errors. Candidates often incorrectly simpli¿ed the volume to a quadratic or a linear expression.,procedural,False,False,,errors,False,DBE diagnostic,127,225,223,True,
2014,,10,CA,UNMAPPED,,"Candidates seemed to lack con¿dence when they had to use the quadratic formula to ¿nd the solutions of the equation in which the derivative was equated to zero. Yet in earlier questions, these same candidates used the quadratic formula with ease to solve a routine quadratic equation that could have been solved by using factorisation. Hence exposure to these types of questions is essential.",procedural,False,False,,errors,False,DBE diagnostic,127,396,392,True,
2014,,10,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,327,324,True,"Teachers must expose learners to a variety of different questions involving rates of change, including rates of change in practical situations. For this purpose, teachers should use questions that have appeared in past examination papers. With suf¿cient exposure, learners should gain con¿dence in answering these questions."
2014,,10,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,155,152,True,Teachers need to show learners how to extract essential information from the question and how to translate these words into the language of Mathematics.
2014,,10,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,260,257,True,Teachers must explain why the derivative is equated to zero and how this concept is used in solving problems to do with rates of change and optimisation. Teachers ought to make learners aware of the difference between a stationary point and a turning point.
2014,,10,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,271,268,True,"When answering questions based on real-life contexts, learners need to check the validity of their answers. This is essential when the x-coordinate of two stationary points are positive. One stationary point yields a maximum value and the other yields a minimum value."
2014,,11,PR,UNMAPPED,,Candidates did not know the difference between the notations n(A) and P(A). Very often they gave the answer as n(A) instead of P(A).,notation,False,False,,errors,False,DBE diagnostic,127,135,132,True,
2014,,11,PR,UNMAPPED,,Candidates could not read off correctly from the contingency table. They read off from either the incorrect row or the incorrect column.,procedural,False,False,,errors,False,DBE diagnostic,127,138,136,True,
2014,,11,PR,UNMAPPED,,"Many candidates did not understand the concepts, mutually exclusive events and independent events. Some assumed that the two were synonymous. 120 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",conceptual,False,True,,errors,False,DBE diagnostic,127,198,195,True,
2014,,11,PR,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,142,140,True,Teachers and learners must become familiar with the notations used in this topic. This is one of the reasons for confusion amongst learners.
2014,,11,PR,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,462,458,True,"Learners should be taught the concepts, mutually exclusive events, mutually inclusive events and independent events. When explaining these concepts, the focus should be on the intersection of two events. If A and B are mutually exclusive events, then P(A and B) = 0 If A and B are mutually inclusive events, then P(A and B)  0 If A and B are independent events, then P(A and B) = P(A) x P(B) For any two events A and B, P(A or B) = P(A) + P(B) – P(A and B)."
2014,,11,PR,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,141,139,True,Teachers ought to also explain the concept of complementary events. The complement of the event A occurring is the event ‘not A’ occurring.
2014,,11,PR,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,127,231,228,True,"Teachers need to emphasise that when the test for independence of two events fails, then the events are said to be ‘not independent’. It is incorrect to conclude that if two events are not independent, they are dependent events."
2014,,12,CO,UNMAPPED,,Candidates did not know how many letters there are in the English alphabet.,conceptual,False,False,,errors,False,DBE diagnostic,128,76,75,True,
2014,,12,CO,UNMAPPED,,"Candidates displayed poor understanding of the arrangement of a subgroup of objects within an entire group of objects. In this regard, they were unable to calculate the different number of ways in which the 3 silver cars could be parked next to each other among the remaining cars.",general,False,False,,errors,False,DBE diagnostic,128,285,281,True,
2014,,12,CO,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,128,532,526,True,"Teachers should teach the counting principle by real-life demonstrations. For example, teachers could ask ‘In how many different ways can 4 learners sit in a row?’ and actually demonstrate the different arrangements to the class. This practical demonstration would allow learners to grasp an abstract concept. Teachers should use other real-life situations where people choose pin codes and passwords for accessing their documents or opening their cell phones. Also include examples where letters and/or digits are or are not."
2014,,12,CO,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,128,301,297,True,"Learners ought to know certain information that is regarded as general knowledge, e.g. that there are 26 letters in the alphabet, that the English alphabet consists of 5 vowels and 21 consonants, that there are six sides to a regular dice, that there are 52 cards in a standard deck of cards, etc."
2014,,12,CO,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,128,218,214,True,Teachers should provide learners with a suf¿cient number of tasks so that they can develop understanding and competence in this section of work. 121 DIAGNOSTIC REPORT 10.5 OVERVIEW OF LEARNER PERFORMANCE IN PAPER 2
2014,,12,CO,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,128,237,234,True,"Many candidates attempted all the questions in the paper. There were some unseen and unfamiliar questions which challenged the top candidates. However, there were still enough marks for the weak to average candidate to achieve a pass."
2014,,12,CO,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,128,418,414,True,Candidates’ performance in Data Handling has improved. This can be attributed to the fact that Data Handling did not contain any high-level interpretation questions. Candidates performed reasonably well in the lower order questions in Analytical Geometry and Euclidean Geometry. Performance in the Trigonometry section is a cause for concern as candidates performed poorly in questions that tested basic knowledge.
2014,,12,CO,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,128,277,273,True,"The literacy level of many candidates is a cause for concern. Candidates drew the least square line when it was not required. Some candidates are not familiar with terminology that is frequently used in Mathematics, namely ‘estimate’, ‘hence’, ‘show that’ and ‘prove that’."
