year,paper,question_number,question_title,topic,subquestion_ref,error_text,error_class,cross_topic,diagram_assumption,notation_subtype,source_section,source,raw_char_count,cleaned_char_count,mojibake_cleaned,suggestion_text,avg_performance_pct,avg_topic_v2,priority_band
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,"Many candidates understood the algorithm of deriving the inverse equation. However, the concepts of domain, range and the asymptotic behaviour of functions were lacking.",conceptual,False,False,,errors,DBE diagnostic,171,169,True,,44,FUNC,high
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,5.5,Candidates struggled with the interpretation of Q5.5. The problem stemmed from not knowing the correct x value for which f,general,False,False,,errors,DBE diagnostic,123,122,True,,44,FUNC,high
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,6.1,"In Q6.1, candidates did not follow the instruction given in the question to give the answer correct to two decimal places. Instead they either left the answer in surd form or they rounded to one decimal place.",general,False,False,,errors,DBE diagnostic,211,209,True,,37,FUNC,high
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,Candidates struggled to determine an expression for the length of a vertical line between two graphs. This could have been because one graph was an inverse parabola and looked different from many of the questions that learners would have encountered in class.,general,False,False,,errors,DBE diagnostic,262,259,True,,37,FUNC,high
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,"= 0, which means that candidates are not cognisant that if the distance between two graphs is zero they are actually considering the point of intersection between the graphs.",general,False,False,,errors,DBE diagnostic,176,174,True,,37,FUNC,high
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,Candidates do not understand that graphs represent the relationship between x and y. If x x f 2 ) ( then every point on the graph will have coordinates for x  0.,general,False,False,,errors,DBE diagnostic,172,162,True,,37,FUNC,high
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,"Candidates struggled to integrate the concept of optimisation from Calculus into this question. Many candidates treated the expression as being quadratic and used the method of calculating the axis of symmetry, which is incorrect. 116 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",conceptual,False,False,,errors,DBE diagnostic,288,284,True,,37,FUNC,high
2014,P1,7,FINANCE,FIN,,Candidates did not understand the concept of depreciation and were unable to calculate the rate of depreciation given the cost price and the book value of the car. They commonly confused the values of A and P in the formula by making the assumption that A is always bigger than P.,conceptual,False,True,,errors,DBE diagnostic,283,280,True,,52,FIN,medium
2014,P1,7,FINANCE,FIN,,Candidates were able to solve for n by applying the log to both sides of the equation but did understand that the log of a negative number is unde¿ned.,general,False,False,,errors,DBE diagnostic,153,151,True,,52,FIN,medium
2014,P1,7,FINANCE,FIN,,"The detail, ‘one month after the loan was granted’ was misinterpreted and candidates took the value of n to be either 239 or 241.",general,False,False,,errors,DBE diagnostic,131,129,True,,52,FIN,medium
2014,P1,7,FINANCE,FIN,,"Candidates confused the future value formula and the present value formula and did not know which one was applicable to this question. In the present value formula, candidates forgot to use the exponent as ‘– n’.",conceptual,False,False,,errors,DBE diagnostic,214,212,True,,52,FIN,medium
2014,P1,8,CALCULUS,CALC,,"With regard to the question on ¿rst principles, candidates continued to make the error of incorrectly copying the formula from the information sheet. Many notation errors occurred in this question; for example: h x f h x f x f h ) ( ) ( lim ) (' 0   o was written down as h x f h x f x f h ) ( ) ( lim ) ( 0   o or as h x f h x f x f ) ( ) ( ) ('   or as h x f h x f h ) ( ) ( lim 0   o .",notation,False,False,,errors,DBE diagnostic,413,396,True,,53,CALC,medium
2014,P1,8,CALCULUS,CALC,,Candidates struggled to correctly multiply out . The simpli¿cation and adding of like terms led to many algebraic errors.,general,False,False,,errors,DBE diagnostic,125,121,True,,53,CALC,medium
2014,P1,8,CALCULUS,CALC,,"Some candidates did not follow the instruction of ¿rst principles. Instead, they applied the rules and wrote down only the answer. No marks were awarded in this case.",general,False,False,,errors,DBE diagnostic,168,166,True,,53,CALC,medium
2014,P1,8,CALCULUS,CALC,8.3,"Candidates struggled to differentiate when there was a y in the derivative. In the case of Q8.3, many candidates started with the answer and attempted to work backwards. This led them to ultimately calculate the second derivative. This was due to not understanding what expression they were working with.",general,False,False,,errors,DBE diagnostic,307,304,True,,53,CALC,medium
2014,P1,8,CALCULUS,CALC,8.2,Notation in Q8.2 was also handled poorly. Candidates wrote out the function and then continued on the next line into the derivative without using the notation for the derivative. It would seem that candidates did not understand the difference between a function and its derivative.,notation,False,False,,errors,DBE diagnostic,284,281,True,,53,CALC,medium
2014,P1,8,CALCULUS,CALC,,Candidates did not understand the concept of concavity. They did not understand that the concavity of a cubic function changes at the point of inÀection; nor did they understand the meaning of ‘concave up’.,conceptual,False,False,,errors,DBE diagnostic,208,206,True,,53,CALC,medium
2014,P1,9,CALCULUS (,CALC,9.1,"In Q9.1, candidates were able to calculate the derivative correctly, but often did not explicitly equate it to zero. They did however arrive at the correct answers for the turning points.",general,False,False,,errors,DBE diagnostic,189,187,True,,32,CALC,critical
2014,P1,9,CALCULUS (,CALC,,"Candidates failed to realise that they had to draw a cubic function in this question. Instead, candidates incorrectly drew the cubic function in the shape of a parabola as they failed to identify that the x-intercept at (3 ; 0) was also a turning point. Candidates did not indicate the values of the critical points on their sketch.",procedural,False,False,,errors,DBE diagnostic,335,332,True,,32,CALC,critical
2014,P1,9,CALCULUS (,CALC,9.3,Candidates did not read the requirements of Q9.3 correctly. Many of them only wrote down the answer for where 0 ) ( / x f and not for where 0 ) ( . / x f x .,reading,False,False,,errors,DBE diagnostic,165,157,True,,32,CALC,critical
2014,P1,10,CALCULUS (APPLICATION),CALC,,"The application of Calculus has always been a problem. Candidates generally did not understand the relevance of the given net and the rectangular prism drawn, and did not understand the connection between the two diagrams and the problem.",general,False,False,,errors,DBE diagnostic,241,238,True,,39,CALC,high
2014,P1,10,CALCULUS (APPLICATION),CALC,,"As stated in previous Diagnostic Reports, the conceptual understanding of the application of Differential Calculus is still seriously problematic.",conceptual,False,False,,errors,DBE diagnostic,148,146,True,,39,CALC,high
2014,P1,10,CALCULUS (APPLICATION),CALC,,Candidates struggled to expand the expression for the volume. The simpli¿cation and adding of like terms led to many algebraic errors. Candidates often incorrectly simpli¿ed the volume to a quadratic or a linear expression.,procedural,False,False,,errors,DBE diagnostic,225,223,True,,39,CALC,high
2014,P1,10,CALCULUS (APPLICATION),CALC,,"Candidates seemed to lack con¿dence when they had to use the quadratic formula to ¿nd the solutions of the equation in which the derivative was equated to zero. Yet in earlier questions, these same candidates used the quadratic formula with ease to solve a routine quadratic equation that could have been solved by using factorisation. Hence exposure to these types of questions is essential.",procedural,False,False,,errors,DBE diagnostic,396,392,True,,39,CALC,high
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,Candidates did not know the difference between the notations n(A) and P(A). Very often they gave the answer as n(A) instead of P(A).,notation,False,False,,errors,DBE diagnostic,135,132,True,,29,PROB,critical
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,Candidates could not read off correctly from the contingency table. They read off from either the incorrect row or the incorrect column.,procedural,False,False,,errors,DBE diagnostic,138,136,True,,29,PROB,critical
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,"Many candidates did not understand the concepts, mutually exclusive events and independent events. Some assumed that the two were synonymous. 120 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",conceptual,False,True,,errors,DBE diagnostic,198,195,True,,29,PROB,critical
2014,P1,12,COUNTING PRINCIPLE,PROB,,Candidates did not know how many letters there are in the English alphabet.,conceptual,False,False,,errors,DBE diagnostic,76,75,True,,29,PROB,critical
2014,P1,12,COUNTING PRINCIPLE,PROB,,"Candidates displayed poor understanding of the arrangement of a subgroup of objects within an entire group of objects. In this regard, they were unable to calculate the different number of ways in which the 3 silver cars could be parked next to each other among the remaining cars.",general,False,False,,errors,DBE diagnostic,285,281,True,,29,PROB,critical
2014,P1,1,DATA HANDLING,STAT,,"Some candidates were confused between mean and median. This shows a lack of understanding of basic concepts. Some candidates arrived at an unreasonable value of the mean, e.g. 102, and did not question how it was possible to get a mark of 102% in the examination. Some candidates added all the values and divided by 24. These candidates did not read the question carefully.",reading,False,False,,errors,DBE diagnostic,378,373,True,,70,ALG,low
2014,P1,1,DATA HANDLING,STAT,,Some candidates calculated the variance and not the standard deviation. Others used the x s (or 1  n s ) key on the calculator instead of the x s (or n s ) key. These candidates did not know the difference between population standard deviation and sample standard deviation. A few candidates entered the data incorrectly into the calculator. It is disconcerting that some candidates still use the table method to calculate the standard deviation. These candidates wasted a lot of time just to score 1 mark.,conceptual,False,False,,errors,DBE diagnostic,517,507,True,,70,ALG,low
2014,P1,1,DATA HANDLING,STAT,,Some candidates calculated the one standard deviation from the mean interval as either ) ; ( x x   s s or ) ; ( x x  s instead of ) ; ( s s   x x . These candidates show a lack of understanding of basic concepts. Some candidates calculated the required interval correctly but did not state the number of candidates who lie within this interval. 123 DIAGNOSTIC REPORT,conceptual,False,False,,errors,DBE diagnostic,379,371,True,,70,ALG,low
2014,P1,1,DATA HANDLING,STAT,,There were candidates who showed no understanding of the equation of the least squares regression line. They took two arbitrary points from the data set and calculated the equation of the straight line passing through these points. A number of candidates calculated the value of a and b correctly but swapped them in the equation. There were some candidates who did not write down the equation despite having calculated the value of a and b correctly. Some candidates drew the line of best ¿t even though it was not required. There were some candidates who drew an intuitive line of best ¿t.,conceptual,False,False,,errors,DBE diagnostic,597,591,True,,70,ALG,low
2014,P1,1,DATA HANDLING,STAT,,A number of candidates failed to round off correctly to the nearest integer as was required in the question. Some candidates failed to realise that the data was a set of percentages and substituted 0.6 instead of 60. A few candidates substituted y = 60 instead of x = 60.,procedural,False,False,,errors,DBE diagnostic,274,271,True,,70,ALG,low
2014,P1,1,DATA HANDLING,STAT,,Some candidates did not understand the concept of outlier. A number of candidates had some idea of this concept but were unable to state the point that was an outlier correctly. They gave the answer as (62 ; 82) instead of ( 82 ; 62) or just 82 instead of an ordered pair.,conceptual,False,False,,errors,DBE diagnostic,275,272,True,,70,ALG,low
2014,P1,2,DATA HANDLING,STAT,,There was a lack of understanding of the concept of modal class. Many candidates simply gave the highest frequency of 17 as the answer. Some gave the answer as 1 because there were two classes that had the frequency of 1. Some candidates were able to identify the modal class correctly but wrote the answer incorrectly. They gave the answer as 50  60 instead of 50 < x  60.,conceptual,False,False,,errors,DBE diagnostic,379,375,True,,58,SEQ,medium
2014,P1,2,DATA HANDLING,STAT,,It is disappointing that some candidates drew a tally of the frequency in response to completing the cumulative frequency column. Clearly these candidates have very little understanding of Data Handling.,general,False,False,,errors,DBE diagnostic,205,203,True,,58,SEQ,medium
2014,P1,2,DATA HANDLING,STAT,,Many candidates plotted the cumulative frequencies at the midpoint of the class intervals rather than at the upper boundaries. Some plotted the cumulative frequencies at the lower boundaries. A signi¿cant number of candidates did not ground the cumulative frequency graph at (20 ; 0). Candidates also joined the points with a ruler instead of drawing a smooth curve. Some candidates drew a frequency polygon.,general,False,False,,errors,DBE diagnostic,412,408,True,,58,SEQ,medium
2014,P1,2,DATA HANDLING,STAT,2.3,"In Q2.3, some candidates were unaware that they could use the cumulative frequency curve to obtain the answer. Instead they used the table to guess some random value in the interval 60 < x  70. Some candidates read off correctly from the cumulative frequency graph and gave the answer as 44. They did not realise that the question required a ‘more than’ solution and that they had to subtract 44 from 55. 124 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",general,False,False,,errors,DBE diagnostic,468,459,True,,58,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Candidates used the coordinates of M(5 ; 4) in 2 2 2 r y x  and calculated the radius to be 41 instead of realising that M was the centre of the circle.,general,False,False,,errors,DBE diagnostic,159,153,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Some candidates did not square the radius when determining the equation of the circle. Others ignored the squares at the brackets and wrote the equation as ) 4 ( ) 5 (    y x 25. A reasonable number of candidates used a and b as variables in the equation instead of x and y and gave the answer as ) 4 ( ) 5 ( 2 2    b a 25 . This is incorrect.,reading,False,False,,errors,DBE diagnostic,361,349,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,3.1,Some candidates substituted x = 0 instead of y = 0 when calculating the coordinates of A. The use of the incorrect value of the radius from Q3.1 resulted in candidates arriving at solutions where the coordinates of A were invalid. Candidates simply continued even though their solutions did not correspond with the position of A in the given diagram. Some candidates only wrote down the coordinates of A are (2 ; 0). They did not show any working. They were not awarded full marks for this.,procedural,False,True,,errors,DBE diagnostic,495,490,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Some candidates substituted incorrectly into the gradient formula. The common error was swapping the x and y values.,procedural,False,False,,errors,DBE diagnostic,118,116,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,3.4.1;3.4.2,A fair number of candidates used the same gradient found in Q3.4.1 in the equation in Q3.4.2. These candidates either ignored the fact that the two lines were perpendicular to each other or they could not recall the relationship of the gradients of two lines that are perpendicular to each other. Many candidates substituted the point (5 ; 4) in the equation instead of (8 ; 0). These candidates did not realise that the point M did not lie on PB.,reading,False,False,,errors,DBE diagnostic,451,447,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Many candidates failed to recall that the gradient of a horizontal line is zero. Instead they wrote long arguments and performed tedious calculations to determine the equation of a horizontal line. Some candidates were confused between the tangent ratio and the straight line called the tangent and wrote tan . Many candidates failed to realise that K was 5 units away from M in the vertical sense.,procedural,False,False,,errors,DBE diagnostic,402,398,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Candidates did not realise that L is the point of intersection of two straight lines whose equations have been established. Many candidates substituted the point (20 ; 9) into the equation 6 4 3  x y and arrived at 9 = 9. Some candidates incorrectly applied the midpoint formula to 3.6. 125 DIAGNOSTIC REPORT,procedural,False,False,,errors,DBE diagnostic,317,309,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Candidates substituted incorrectly into the distance formula. Many gave their answer correct to two decimal places instead of surd form as was required.,procedural,False,False,,errors,DBE diagnostic,155,152,True,,50,SEQ,medium
2014,P1,3,ANALYTICAL GEOMETRY,AGEO,,Many candidates failed to see that ML was a diameter of the circle and hence could not answer this question. A large number of candidates did not provide a reason as to why ML is a diameter of circle KLM. Candidates took M to be the centre instead of the circle passing through M.,procedural,False,False,,errors,DBE diagnostic,290,280,True,,50,SEQ,medium
2014,P1,4,ANALYTICAL GEOMETRY,AGEO,,Some candidates calculated the y-intercept instead of the x-intercept.,general,False,False,,errors,DBE diagnostic,71,70,True,,49,FUNC,high
2014,P1,4,ANALYTICAL GEOMETRY,AGEO,4.4,Many candidates assumed that the inclination of EF was 45° or they used some value of the gradient that was not related to EF. They overlooked the fact that the equation of EF was given. Some calculated the size of O Eˆ D and stopped without calculating the size of E Aˆ D . Some candidates used the gradient given in Q4.4 and worked backwards. Other candidates assumed that E Aˆ D and A Dˆ F were equal as they were corresponding angles,reading,False,True,,errors,DBE diagnostic,444,437,True,,49,FUNC,high
2014,P1,4,ANALYTICAL GEOMETRY,AGEO,4.2;4.3;4.4,Many candidates did not see that Q4.3 was a follow on from Q4.2. They used a different angle of inclination other than the one calculated in Q4.2. Some assumed that AB was perpendicular to EF. Candidates used 45° or 135° as the inclination of AB. Candidates worked backwards by using the gradient given in Q4.4. No marks were given for this. Many candidates calculated the gradient using (0 ; 0) and (1 ; 5). This was wrong.,general,False,True,,errors,DBE diagnostic,428,424,True,,49,FUNC,high
2014,P1,4,ANALYTICAL GEOMETRY,AGEO,,"Candidates struggled to solve a system of simultaneous equations to calculate the coordinates of D. Many equated both equations as: 8 3 9 2    x y x and could go no further. The most common error was that candidates calculated the x-intercept and the y-intercept of AB and stated that these were the coordinates of D. Others calculated the coordinates of D as the midpoint of EF. Where candidates used incorrect equations, they did not check that the coordinates that they calculated were consistent with the diagram. They accepted a positive answer for the x-coordinate of D. 126 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",procedural,False,True,,errors,DBE diagnostic,644,633,True,,49,FUNC,high
2014,P1,4,ANALYTICAL GEOMETRY,AGEO,4.5,Many candidates did not attempt Q4.5. Some candidates assumed that DMOE was a trapezium. They did not realise that DMOE had to be broken into at least 2 known shapes. Many candidates used incorrect heights or even heights that were negative in value. It was disappointing that some candidates could not recall the formulae for the area of simple shapes. Some calculated the perimeter of DMOE.,procedural,False,True,,errors,DBE diagnostic,397,392,True,,49,FUNC,high
2014,P1,5,TRIGONOMETRY,TRIG,,"Candidates experienced dif¿culty in selecting and applying the correct trigonometric ratio in a right-angled triangle. They did not understand the instruction: ‘Show, by calculation, that x = 60° ’.",general,False,False,,errors,DBE diagnostic,201,198,True,,44,FUNC,high
2014,P1,5,TRIGONOMETRY,TRIG,,Many candidates did not make the relationship between the sides and angles of the triangles. Hence they did not know when to use the sine and cosine formulae. It was very disappointing that some candidates used the sine ratio in the cosine formula: 2(AP)(DP) DP AP AD 2 2 2   A Pˆ inD s . This formula is given in the information sheet. Some candidates did not understand that PA bisectd C Pˆ D and used the incorrect angle in their calculation. Some candidates assumed that q 90 Dˆ or used the Theorem of Pythagoras when the triangle was not right-angled.,conceptual,False,True,,errors,DBE diagnostic,572,558,True,,44,FUNC,high
2014,P1,5,TRIGONOMETRY,TRIG,,"Candidates assumed that q 90 Dˆ and concluded that y = 60°. Some candidates substituted incorrectly into the sine rule when trying to calculate the size of y. Some candidates ¿rst calculated the size of Dˆ by using the sine rule. But instead of using the obtuse angle of 126,25°, they used 53,75°. These candidates did not realise that the ambiguous case of the sine rule applied to ǻDAP.",procedural,False,True,,errors,DBE diagnostic,397,388,True,,44,FUNC,high
2014,P1,5,TRIGONOMETRY,TRIG,,The notations at the angles: and confused some candidates to believe that y = 2x. They believed that the double lines at y meant that y was double the size of x. This was not the case.,notation,False,False,geometry,errors,DBE diagnostic,190,184,True,,44,FUNC,high
2014,P1,5,TRIGONOMETRY,TRIG,,Candidates rounded off their answers to whole numbers instead of working to 2 decimal places. 127 DIAGNOSTIC REPORT,general,False,False,,errors,DBE diagnostic,117,115,True,,44,FUNC,high
2014,P1,6,TRIGONOMETRY,TRIG,,Candidates mixed the signs in the reductions formulae. The most common mistake was reducing ) 180 ( cos2 x  q to x 2 cos  . Candidates did not know the difference between x 2 cos  and . Other errors were reducing ) 720 sin( x  q to x sin and ) 180 tan( q  x to x tan  . Some candidates omitted the + sign between the terms on the LHS of the question. They worked with a single term on the LHS that did not reduce to any expansion of x 2 cos . Candidates did not simplify their answers fully.,conceptual,False,False,,errors,DBE diagnostic,510,497,True,,37,FUNC,high
2014,P1,6,TRIGONOMETRY,TRIG,6.2,Many candidates could not earn any marks in Q6.2. They merely wrote out the expansion b a b a b a sin sin cos cos ) cos(   . Some used ) cos( b a  to derive ) sin( b a  . That was not required.,general,False,False,,errors,DBE diagnostic,202,197,True,,37,FUNC,high
2014,P1,6,TRIGONOMETRY,TRIG,,Many candidates did not realise that ) 76 sin 76 (cos 76 cos 76 sin 2 2 2 2 q  q  q  q . Instead they assumed that ) 76 ( 2 cos 76 cos 76 sin 2 2 q q  q and proceeded to simplify further. Candidates were unable to perform basic algebraic operations when simplifying. Candidates wrote 2 2 2 2 76 76   y x instead of q  q 76 cos 76 sin 2 2 .. Very few candidates were able to simplify using co-ratios. Some treated this question as the equation: q q  q 62 sin 76 cos 76 sin 2 2 and worked with both sides at the same time.,notation,False,True,,errors,DBE diagnostic,548,528,True,,37,FUNC,high
2014,P1,7,TRIGONOMETRY,TRIG,,"Many candidates wrote down the domain or instead of the range. Some candidates wrote down y = 2 as the range and did not realise that the range is an interval of values. Others wrote the range as (0 ; 2), (2 ; 0) or 2  y  0. Candidates did not know the difference between [ ; ] and ( ; ) in the interval notation. Some candidates also swapped the upper and lower boundaries and gave their answers as [2 ; 0].",notation,False,False,function,errors,DBE diagnostic,416,410,True,,52,FIN,medium
2014,P1,7,TRIGONOMETRY,TRIG,,Candidates wrote down the expansion of x 2 cos as x 2 sin 1 instead of x 2 sin 2 1 . Many candidates mixed up the sign because they omitted the brackets when substituting for x 2 cos . 0 sin 2 sin 0 sin 2 1 1 sin 0 2 cos 1 sin 2 2       x x x x x x They were unable to proceed any further.,procedural,False,False,,errors,DBE diagnostic,311,297,True,,52,FIN,medium
2014,P1,7,TRIGONOMETRY,TRIG,7.2;7.3,Candidates did not see Q7.3 as a follow on from Q7.2. These candidates did not understand the meaning of the word ‘hence’. Many candidates ignored the equation 0 sin x or wrote ‘not applicable’ next to it and only solved the equation 2 1 sin x . Candidates also divided the equation by sin x. Candidates omitted Z k  from their general solution. Some wrote Z x  or R k  or Z k k  q; 360 . They did not understand the meaning of Z k k  q  ; 360 in the general solution.,reading,False,False,,errors,DBE diagnostic,491,474,True,,52,FIN,medium
2014,P1,7,TRIGONOMETRY,TRIG,,"It was disappointing that some candidates were unable to draw an accurate graph of y = cos2x. In many cases, candidates drew graphs that exceeded the range or could not get the shape of the graph correct. Some drew the graph of y = cosx.",general,False,False,,errors,DBE diagnostic,240,237,True,,52,FIN,medium
2014,P1,7,TRIGONOMETRY,TRIG,7.5,Many candidates did not realise that Q7.5 required a transformation of the points of intersection of f and g. Some tried to solve the equations graphically. Some tried to solve the equation: without any success.,general,False,False,,errors,DBE diagnostic,216,211,True,,52,FIN,medium
2014,P1,7,TRIGONOMETRY,TRIG,7.6,Many candidates could not integrate what is learnt in Paper 1 with Paper 2. Many wrote the answer to Q7.6 as –1 < x < 1; they merely took the value of r to be x. Some started their answer as –1  r  1. Some candidates used 1 + 2cos2x as the ¿rst term of the series. Some calculated r as cos 2 2 cos 2 2 cos 4 x x . Some calculated r correctly and did not go any further. There were some candidates who managed to arrive at 2 1 2 1 2 cos  x but could not read off the solution from the graph. Some wrote down the answer incorrectly as 60° < x < 30° or 30° > x > 60°. 129 DIAGNOSTIC REPORT,procedural,True,False,,errors,DBE diagnostic,606,589,True,,52,FIN,medium
2014,P1,8,EUCLIDEAN GEOMETRY,EUCL,8.1.1,"In Q8.1.1, candidates made the mistake of dividing by 2 instead of multiplying by 2. Many did not give the reason or gave an incomplete reason such as ‘angle at centre’. Some gave either ‘angle at circumference is twice angle at centre’ or ‘centre of circle theorem’ as the reason. These were incorrect.",procedural,False,False,,errors,DBE diagnostic,306,303,True,,53,CALC,medium
