year,question_number,question_title,error_text_raw,error_text_summary,source,qualitative_severity,topic
2023,5.0,TRIGONOMETRY,"(i) The candidates’ response to Q5.3 was poor. Some candidates started their responses incorrectly by indicating that sin 3x was equal to sin 2x + sin x. Other candidates incorrectly factorised the numerator as: National Senior Certificate 229 Diagnostic Report 2023 – Part 1 s s i i n c n 3 x + o s 2 x ( x s i n c o s 2 s i n + 1 2 x x + x + 1 1 ) Candidates also failed to choose the appropriate expansion for cos 2x. Consequently, they were unable to simply the expression to a single trigonometric ratio.",,DBE diagnostic,severe_language,Trigonometry
2023,6.0,TRIGONOMETRY (GRAPHS),(a) In Q6.1 some candidates gave the domain (which is an interval) instead of the period (which is a single value). Many candidates incorrectly divided 180° by 2 instead of dividing 360° by 2. Mathematics,,DBE diagnostic,moderate_language,Trigonometry
2023,6.0,TRIGONOMETRY (GRAPHS),(b) In answering Q6.2 many candidates ignored the domain specified in the question. They gave the range as [–1 ; 1] instead of National Senior Certificate 230 Diagnostic Report 2023 – Part 1  − 2 2 ; 1  . Some candidates incorrectly excluded the extremities of the interval.,,DBE diagnostic,moderate_language,Trigonometry
2023,6.0,TRIGONOMETRY (GRAPHS),"(c) Q6.3.1 is a familiar question, yet many candidates failed to respond to this question. Some included the endpoints of the interval not realising that at the endpoints the two functions are equal. In this instance, their answer was [45° ; 90°] instead of (45° ; 90°). Some candidates showed a lack of understanding of how to write an interval as an inequality. They incorrectly gave the answer as x > 45° or x < 90°.",,DBE diagnostic,severe_language,Trigonometry
2023,6.0,TRIGONOMETRY (GRAPHS),(d) When answering Q6.3.2 some candidates were able to establish the critical values of 105° and 165° but were unable to present the answer correctly as an interval.,,DBE diagnostic,severe_language,Trigonometry
2023,6.0,TRIGONOMETRY (GRAPHS),"(e) Many candidates used algebraic methods to solve the equation in Q6.4 instead of using the graph. They would either leave their answer as a general solution or only provided one solution, i.e. x = 15°",,DBE diagnostic,moderate_language,Trigonometry
2023,6.0,TRIGONOMETRY (GRAPHS),(f) As in Q6.4 candidates again resorted to algebraic methods to answer Q6.5 instead of translating the graph and observing the image obtained. It was disturbing that a number of candidates did not respond to this question.,,DBE diagnostic,mentioned,Trigonometry
2023,7.0,TRIGONOMETRY,(a) In Q7.1 many candidates attempted to use the sine formula instead of the area formula. This resulted in them not being able to express the side of the triangle in terms of the required variables.,,DBE diagnostic,moderate_language,Trigonometry
2023,7.0,TRIGONOMETRY,"(b) Q7.2 required candidates to analyse the diagram and create a trigonometric expression for RS and substitute into this expression the result obtained in Q7.1. Mathematics Instead, some candidates tried to manipulate the expression given for RS algebraically. These candidates assumed that the given expression was true. They were not awarded any marks for their efforts.",,DBE diagnostic,moderate_language,Trigonometry
2023,7.0,TRIGONOMETRY,"(c) Some candidates did not realise that they could use the expression given in Q7.2 to calculate the size of α. Instead, they tried to formulate other expressions involving α, most common of which was to use the sine formula in ΔSTK. This proved to be fruitless. Some candidates rounded off the answer for sin α. Consequently, they arrived at α = 53,13° instead of α = 53,51°.",,DBE diagnostic,moderate_language,Trigonometry
2023,8.0,EUCLIDEAN GEOMETRY,"(a) Q8.1 tested bookwork. Some candidates did not show or describe any construction. Some candidates labelled angles inappropriately, e.g. just National Senior Certificate 231 Diagnostic Report 2023 – Part 1 ˆK , instead of ˆK 1 or ˆK 2 . Some candidates used as reason ‘isosceles triangle’, instead of ‘angles opposite equal sides’.",,DBE diagnostic,moderate_language,Euclidean Geometry
2023,8.0,EUCLIDEAN GEOMETRY,(b) Some candidates made the following incorrect statements when answering Q8.2: • DOBC is a cyclic quadrilateral. ˆ ˆ • A=2O 1 1 • O ˆ = C ˆ 2 2 • Aˆ =Cˆ,,DBE diagnostic,moderate_language,Euclidean Geometry
2023,8.0,EUCLIDEAN GEOMETRY,"(c) When answering Q8.3.1 many candidates were able to state that OMˆ B=90. However, they provided the following incorrect reasons for their statement: Mathematics • radius perpendicular to chord. • line from centre perpendicular to chord. • line from centre to midpoint of chord.",,DBE diagnostic,moderate_language,Euclidean Geometry
2023,8.0,EUCLIDEAN GEOMETRY,"(d) In Q8.3.2 some candidates were unable to provide the correct reason for AM being equal to MB. However, they were able to calculate the length of OB correctly. Some candidates did not use brackets when substituting into the expression for the Theorem of Pythagoras. They wrote 5 32 instead of ( 5 3 )2. Consequently, they went on to enter the same into the calculator and obtained an incorrect final answer",,DBE diagnostic,severe_language,Euclidean Geometry
2023,9.0,EUCLIDEAN GEOMETRY,"(a) In Q9.1 many candidates did not get a mark for the reason, because of only stating: ‘proportionality theorem’, instead of also stating which lines were parallel in the reason. Some candidates equated ratios between sides which were not actually equal, FB DE because they did not choose the sides appropriately, e.g. = . EB EA",,DBE diagnostic,moderate_language,Euclidean Geometry
2023,9.0,EUCLIDEAN GEOMETRY,"(b) In Q9.2 many candidates did not label the angles correctly, e.g. National Senior Certificate 232 Diagnostic Report 2023 – Part 1 ˆF and Bˆ instead of E ˆF D andEBˆA. Some candidates incorrectly gave the reason as ‘alternate angles’ or ‘co-interior angles’. Other candidates correctly gave the reason as ‘corresponding angles’. However, they did not state ‘the lines parallel’ and were not awarded a mark as the reason was incomplete.",,DBE diagnostic,moderate_language,Euclidean Geometry
2023,9.0,EUCLIDEAN GEOMETRY,(c) Many candidates incorrectly used the midpoint theorem to answer Q9.3. They should have used the fact that the corresponding sides are in proportion when two triangles are similar. A few candidates incorrectly applied the Theorem of Pythagoras even Mathematics though there was no right-angled triangle. They were not aware of the minimum conditions in which the Theorem of Pythagoras could be used.,,DBE diagnostic,moderate_language,Euclidean Geometry
2023,10.0,EUCLIDEAN GEOMETRY,"(a) A fair number of candidates made incorrect assumptions when answering Q10.1. Among them were that: an exterior angle of the cyclic quadrilateral ( ˆB 3 ) = the interior opposite angle ( ˆR 2 ), RP = RQ and therefore APQR is a kite, RQ || AP and M ˆ 1 = 9 0  .",,DBE diagnostic,mentioned,Euclidean Geometry
2023,10.0,EUCLIDEAN GEOMETRY,(b) Candidates who could not answer Q10.1 correctly could not understand how to start to answer Q10.2. Some candidates used the properties of a cyclic quadrilateral in their attempt to prove that the same quadrilateral is cyclic. Some candidates did not know the difference between a theorem and its converse. They omitted the word ‘converse’ in the reason: ‘exterior angle of cyclic quad’.,,DBE diagnostic,severe_language,Euclidean Geometry
2023,10.0,EUCLIDEAN GEOMETRY,(c) Very few candidates obtained full marks for Q10.3. The main reason for this was that candidates were unable to answer Q10.1 and Q10.2 correctly. Poor naming of angles in the answers often led to candidates themselves getting confused about which angle they were referring to.,,DBE diagnostic,severe_language,Euclidean Geometry
2023,10.0,EUCLIDEAN GEOMETRY,"(d) Q10.3 required candidates to obtain a proportion from the similar triangles in Q10.2, using the proportional intercept theorem in ΔRAC to establish a second proportion and then to combine the two. Many candidates failed to establish one or the other proportion and therefore could not make the conclusion.",,DBE diagnostic,severe_language,Euclidean Geometry
2024,1.0,ALGEBRA,"(a) In Q1.1.2 some candidates did not write the equation correctly in standard form, so they substituted incorrectly for the values of 'b' and 'c'. The candidates arrived at the National Senior Certificate 220 Diagnostic Report 2024 – Part 1 Mathematics standard form of 2𝑥2+1−4𝑥 = 0 and then substituted into the quadratic formula to −(1)±√(1)2−4(2)(−4) get 𝑥 = . 2(2) If candidates wrote the equation in the correct standard form, another common error was substituting for 'b' as 4 and not –4.",,DBE diagnostic,moderate_language,Algebra & Equations
2024,1.0,ALGEBRA,(b) In Q1.1.3 many candidates treated the inequality as an equation and then struggled to interpret the answer to the question. Other candidates used the word 'and' in the solution which was incorrect. Notation still seems to a problem as some candidates left their answer as −1 > 𝑥 > 3.,,DBE diagnostic,severe_language,Algebra & Equations
2024,1.0,ALGEBRA,"(c) In the exponential equation in Q1.1.4, many candidates applied exponential laws incorrectly, arriving at 22𝑥−2𝑥+2−25 = 0 which led them incorrectly to the equation 2𝑥−𝑥+2−5 =0, but then to the correct answer of 𝑥 = 3. Another common error was when candidates did not distinguish between real and invalid solutions: 2𝑥 = 8 or 2𝑥 = −4 leading to 𝑥 = 3 or 𝑥 = −2.",,DBE diagnostic,moderate_language,Algebra & Equations
2024,1.0,ALGEBRA,"(d) In Q1.1.4, there were still a large number of candidates who did not check the validity of their solutions. x = –6 needed to be rejected in the answer.",,DBE diagnostic,mentioned,Algebra & Equations
2024,1.0,ALGEBRA,(e) Most candidates were unable to establish the pattern generated in Q1.3. Candidates who were able to generate a pattern did not articulate themselves well in drawing the conclusion required.,,DBE diagnostic,severe_language,Algebra & Equations
2024,2.0,PATTERNS,"(a) In Q2.1.2 many candidates had difficulty understanding what needed to be done to arrive at an answer. Added to this, they had difficulty writing the answer in the correct sigma notation. Common erroneous answers were ∑75 (5𝑛+2) =14400; 𝑛=1 ∑75 (5𝑛+2) which did not equate sigma to the required sum of 𝑛=21 ∑55 (5𝑛+2)= 14400. 𝑛=1",,DBE diagnostic,moderate_language,Number Patterns & Sequences
